id,akas,checksum,country_name,created_at,description,games,gender,mug_shot,name,slug,species,updated_at,url
14474,,5560676e-7161-ce16-9fb9-e90610ab5989,,1562198400,,[109274],,,Yoji Shono,yoji-shono,,1562198400,https://www.igdb.com/characters/yoji-shono
4607,,b8adb425-dd48-af32-38e2-4756adb40343,,1431993600,,[1268],,,Nax,nax,,1431993600,https://www.igdb.com/characters/nax
710,,a37f715d-1db0-4a21-dd8a-531f2ab1eac6,,1408060800,,[18],,,Alex Balder,alex-balder,,1417219200,https://www.igdb.com/characters/alex-balder
10741,,e36ee6f8-ce89-7c54-cdd6-06eaedd5c5ae,,1502064000,,,,,Reim,reim,,1502064000,https://www.igdb.com/characters/reim
10743,,c5ff64ab-9e27-b8ae-1296-263a4973b34b,,1502064000,,,,,Big House,big-house,,1502064000,https://www.igdb.com/characters/big-house
10745,,3057aeac-6386-ff5d-8b23-8c0e39638423,,1502064000,,,,,Dr. Cruzlink,dr-cruzlink,,1502064000,https://www.igdb.com/characters/dr-cruzlink
10749,,f7419e0d-559e-3794-4e7c-1bd73f2587ac,,1502064000,,,,,Rand Johnson,rand-johnson,,1502064000,https://www.igdb.com/characters/rand-johnson
10747,,3e04237e-0290-d019-bf47-bc450e0f5ff5,,1502064000,,,,,Knolan,knolan,,1502064000,https://www.igdb.com/characters/knolan
10763,,5941aa14-3534-ad9a-0a37-5db587e08280,,1502064000,,,,,Wrys,wrys,,1502064000,https://www.igdb.com/characters/wrys
10800,,35f981fb-5e97-9ac2-0747-1bbde4a6492c,,1502236800,,,,,Exterminator,exterminator,,1502236800,https://www.igdb.com/characters/exterminator
10803,,53bd6441-f3b9-ad0b-41cf-bb9c469b338e,,1502236800,,,,,Arngrim,arngrim,,1502236800,https://www.igdb.com/characters/arngrim
10820,,f004b8ed-a537-66a9-f5bb-365172890f70,,1502323200,,,,,Scarlet Velour,scarlet-velour,,1502323200,https://www.igdb.com/characters/scarlet-velour
10858,,f4dd662c-8925-e5d4-feda-6486c56d2945,,1502323200,,,,,Jost,jost,,1502323200,https://www.igdb.com/characters/jost
10862,,9c87e02d-4acb-a8fc-2b87-ccf8d277d0cb,,1502323200,,,,,Marksman,marksman,,1502323200,https://www.igdb.com/characters/marksman
13868,,c386a825-1b47-05e5-b797-b98fd0315a18,,1555977600,,[37143],,,President Toma,president-toma,,1555977600,https://www.igdb.com/characters/president-toma
13876,,14cedca0-2277-ea28-f7f4-e1e2475e399a,,1555977600,,[26772],,,Hannah Shapiro,hannah-shapiro,,1555977600,https://www.igdb.com/characters/hannah-shapiro
12956,,d1a25369-ed71-fa8c-a927-cd01edeef87c,,1555977600,,[26193],,,Asav's Insurgents,asavs-insurgents,,1555977600,https://www.igdb.com/characters/asavs-insurgents
5971,,b1c8e79c-2909-0012-78cd-452a1dd869d7,,1445731200,,[3174],,,Production voice and Imaging,production-voice-and-imaging,,1445731200,https://www.igdb.com/characters/production-voice-and-imaging
14116,,c6688382-a743-f3d4-b042-16126f0ed596,,1559260800,,[78149],,,Candy Person #2,candy-person-number-2,,1559260800,https://www.igdb.com/characters/candy-person-number-2
10737,,27fe3d53-c443-c862-3da7-7813f98448a7,,1502127224,,,,,Male player character,male-player-character,,1632237001,https://www.igdb.com/characters/male-player-character
6155,,77f02761-85bb-781f-7c60-71d78e8620c3,,1448319955,,[7650],,,Engineer,engineer,,1632237000,https://www.igdb.com/characters/engineer
3067,,4cebe7b0-c8a0-71d9-da72-b8079df374ca,,1419119288,,[7859],,,Gunter,gunter,,1632916096,https://www.igdb.com/characters/gunter
14110,,6a3dec17-d788-c577-95ea-4c5cd02b30f5,,1559260800,,[78149],,,BMO,bmo,,1559260800,https://www.igdb.com/characters/bmo
14450,,6834b408-b055-068c-86b9-b26c370a2c08,,1562198400,,[75242],,,Nick Marks,nick-marks,,1562198400,https://www.igdb.com/characters/nick-marks
4445,,eb661aaf-a1e1-4acf-b48a-14b8aaa26a52,,1431216000,,"[380, 1219, 1221, 2993]",0,3620,Beast,beast,5,1472601600,https://www.igdb.com/characters/beast
13517,,1a7633b4-59c1-48a3-9753-7e1b0df5ebc4,,1555977600,,[93746],,,Himiko,himiko,,1555977600,https://www.igdb.com/characters/himiko
14696,,f0b6c597-54de-4f0b-ec6e-e8e77caa912f,,1570060800,,[76742],,,Kizaru (Borsalino),kizaru-borsalino,,1570060800,https://www.igdb.com/characters/kizaru-borsalino
6717,,e81216f3-538a-87e2-e51e-bbccddfea6fd,,1449878400,,[1958],,,Crowley,crowley,,1449878400,https://www.igdb.com/characters/crowley
14715,,b32fd8ea-a062-eca4-7607-3c4e1dcf1425,,1570060800,,[26166],,,Visima Mohs,visima-mohs,,1570060800,https://www.igdb.com/characters/visima-mohs
5140,,39804e5f-9eb3-7afb-5d6a-d5c0b3ba051b,,1433721600,,"[418, 1221, 2444, 2449]",,,Cid,cid--1,,1502323200,https://www.igdb.com/characters/cid--1
15146,,a0f5adcb-978a-b74a-f17a-350c7a7fe3d9,,1573171200,,[2545],,,Android No. 16,android-no-16,,1573171200,https://www.igdb.com/characters/android-no-16
14449,,74fd8f1f-cd21-565e-c9d7-07259ed3e84d,,1562198400,,[75242],,,"Keith ""Keach"" Sharp",keith-keach-sharp,,1562198400,https://www.igdb.com/characters/keith-keach-sharp
14467,,f924c40d-51c8-e1c8-038a-430f28c3a2cb,,1562198400,,[75242],,,Kayla Adamson,kayla-adamson,,1562198400,https://www.igdb.com/characters/kayla-adamson
10478,,6103036f-2abf-62f0-4659-3daa6d2e010c,,1487030400,,[23946],,,Oavai,oavai,,1487030400,https://www.igdb.com/characters/oavai
12574,,c76911cf-0d2c-c6c9-35aa-dcdb57df1ede,,1547337600,,[9643],,,Boat Puller,boat-puller,,1547337600,https://www.igdb.com/characters/boat-puller
10732,,8e176c51-d147-fdf6-235f-f1846ae539b9,,1501632000,,[2911],,,Daryl,daryl,,1501632000,https://www.igdb.com/characters/daryl
10750,,2d94227f-f8b8-29f0-f104-a55241ec68af,,1502064000,,,,,Capt. Abraham,capt-abraham,,1502064000,https://www.igdb.com/characters/capt-abraham
10742,,2e21592f-8acf-ee79-4398-9cc2ef51e49f,,1502064000,,,,,Independance Deck Officer,independance-deck-officer,,1502064000,https://www.igdb.com/characters/independance-deck-officer
10753,,638bb72e-d2f8-ce98-2ff2-9eccb00038ad,,1502064000,,,,,Charlie Nova,charlie-nova,,1502064000,https://www.igdb.com/characters/charlie-nova
10756,,5fb39e1a-4d03-18a4-5b5e-3b6e334031b6,,1502064000,,,,,Garrison,garrison,,1502064000,https://www.igdb.com/characters/garrison
14760,,32989e96-336e-e1a0-679c-a929a20d7aa5,,1570060800,,[113249],,,Komasan,komasan,,1570060800,https://www.igdb.com/characters/komasan
14762,,44135ea0-eba1-9fac-6bbb-686f9ec27f97,,1570060800,,[113249],,,Hidabat,hidabat,,1570060800,https://www.igdb.com/characters/hidabat
9779,,f183bd09-1f99-5f52-b3f0-6dfe018d7417,,1474329600,,,,,Nana,nana,,1474329600,https://www.igdb.com/characters/nana
14767,,29a88de0-2f57-17f5-e521-bed846bba99a,,1570060800,,[113249],,,Poofes,poofes,,1570060800,https://www.igdb.com/characters/poofes
10793,,2fe1eb53-1f13-153f-87b0-ae827c1b8e18,,1502236800,,,,,MiMi,mimi,,1502236800,https://www.igdb.com/characters/mimi
10805,,c2e9df1d-d2d8-f096-7a5d-89c0a98ed50d,,1502236800,,,,,Scoops,scoops,,1502236800,https://www.igdb.com/characters/scoops
10816,,8a397037-93ff-e5e2-6631-7c99fead020d,,1502236800,,,,,Emily Parker,emily-parker,,1502236800,https://www.igdb.com/characters/emily-parker
10817,,fcca66c9-cf70-4844-1c78-4855b6d0fd53,,1502236800,,,,,Laruen Kingsley,laruen-kingsley,,1502236800,https://www.igdb.com/characters/laruen-kingsley
14827,,44294d5a-94dd-c0b1-5485-41a1492c5186,,1570060800,,[113249],,,Sailor Serene,sailor-serene,,1570060800,https://www.igdb.com/characters/sailor-serene
10864,,0973fa6e-40d3-ea38-0b68-aca13ecdb3d8,,1502323200,,,,,Husher,husher,,1502323200,https://www.igdb.com/characters/husher
10859,,2f3f2829-6c97-abe0-cb70-8233657f62e9,,1502323200,,,,,Merchants,merchants,,1502323200,https://www.igdb.com/characters/merchants
10866,,3a6adcf7-657d-60b0-ba74-feb6f13c4b82,,1502323200,,,,,Ethereal NPC,ethereal-npc,,1502323200,https://www.igdb.com/characters/ethereal-npc
5868,,104596ed-d196-493e-bf3a-ff50567eda9d,,1442707200,,[7320],,,Chika Hakozaki,chika-hakozaki,,1442707200,https://www.igdb.com/characters/chika-hakozaki
889,,f0c53b9e-7d30-b8c6-e2e8-fbf082b139a0,,1409011200,,[2368],,,Steady Hand McDuff,steady-hand-mcduff,,1417219200,https://www.igdb.com/characters/steady-hand-mcduff
14919,,f0c52f20-987a-0680-c78c-7e6ac5b09515,,1572307200,,[26472],,,Egg Head,egg-head,,1572307200,https://www.igdb.com/characters/egg-head
14446,,388b5cad-3ce3-19c0-121a-4171d42522a7,,1562198400,,[75242],,,Mike Deacon,mike-deacon,,1562198400,https://www.igdb.com/characters/mike-deacon
14107,,217dda05-ea38-dedf-5231-a9a56745c8a6,,1559260800,,[78149],,,Gnome #3,gnome-number-3,,1559260800,https://www.igdb.com/characters/gnome-number-3
14453,,cae69a1d-734a-e869-d04f-6ec492a38eab,,1562198400,,[75242],,,Tony Sharp,tony-sharp,,1562198400,https://www.igdb.com/characters/tony-sharp
15032,,ab2c14b0-a679-a3a6-7ad8-96c943cb31d1,,1573084800,,[26845],,,Linhardt,linhardt,,1573084800,https://www.igdb.com/characters/linhardt
10746,,98e2da41-90c4-afb9-5104-a5b1189b2771,,1502064000,,"[88116, 139746]",,,Lumberjack,lumberjack,,1604966400,https://www.igdb.com/characters/lumberjack
10735,,da51b6d7-1344-b4b6-0d94-dd75c115d256,,1502127224,,,,,Ina Guleed Samakab,ina-guleed-samakab,,1632237001,https://www.igdb.com/characters/ina-guleed-samakab
10734,,19273632-b985-4dab-95ce-6aca65ba99be,,1502127224,,,,,Dragon Four,dragon-four,,1632237001,https://www.igdb.com/characters/dragon-four
10786,,b944a767-0380-e46a-2ecc-db620255f93a,,1502236800,,,,,Nic Cantin,nic-cantin,,1502236800,https://www.igdb.com/characters/nic-cantin
10863,,5e91ee06-978a-7616-d865-45bb28ffd6ce,,1502323200,,,,,Effigy,effigy,,1502323200,https://www.igdb.com/characters/effigy
13877,,de9d9cb1-8c84-3a11-c72b-a6885065db59,,1555977600,,[26772],,,Aron Agarwal,aron-agarwal,,1555977600,https://www.igdb.com/characters/aron-agarwal
7133,,5bca5ab3-195a-592d-5b4d-8e314532eda5,,1455062400,,"[1913, 43165]",,,Gale,gale,,1555977600,https://www.igdb.com/characters/gale
7153,,82e47cca-70da-5c8f-4455-95feb704d20a,,1455235200,,[3188],,,Iris Campbell,iris-campbell,,1455235200,https://www.igdb.com/characters/iris-campbell
14109,,13feb7e5-4793-74b0-fe34-c46be46bede4,,1559260800,,[78149],,,Banana Guard #2,banana-guard-number-2,,1559260800,https://www.igdb.com/characters/banana-guard-number-2
10120,,8bd3f23d-18ad-f751-d7dd-133073783df8,,1475020800,,[5619],,,"Patches, the Hyena",patches-the-hyena,,1475020800,https://www.igdb.com/characters/patches-the-hyena
15260,,ea0829aa-7e49-8666-68cd-395f7612839d,,1585008000,,[76448],,,Kaori,kaori,,1585008000,https://www.igdb.com/characters/kaori
7470,,ee29abc4-13b9-fb11-d2c3-010169f54009,,1456444800,,[14298],,,Butterfly Mascot,butterfly-mascot,,1472688000,https://www.igdb.com/characters/butterfly-mascot
2492,,f51fc6c3-4fff-51e4-69d3-8ee3d6b19507,,1414800000,,"[1182, 18088]",,,Cleric,cleric,,1562198400,https://www.igdb.com/characters/cleric
7518,,99a68b1a-49ac-9104-7934-4c8b7aba67d6,,1459728000,,[184],,,,,,1502236800,https://www.igdb.com/characters/
12575,,55e975c0-15db-c45c-a50b-08e95a653b10,,1547337600,,[9643],,,Housekeeper,housekeeper,,1547337600,https://www.igdb.com/characters/housekeeper
8639,,defa64d9-58a7-3642-fa48-21c03c0819f2,,1463961600,,[25076],,,Hercule,hercule,,1547337600,https://www.igdb.com/characters/hercule
10751,,4684e5b2-ebb1-9577-7da2-d210fd83ae2a,,1502064000,,,,,Dr. Jamshid Shalhoub,dr-jamshid-shalhoub,,1502064000,https://www.igdb.com/characters/dr-jamshid-shalhoub
10757,,8e465782-d52a-950c-3fc3-57746884e006,,1502064000,,,,,Bandit 2,bandit-2,,1502064000,https://www.igdb.com/characters/bandit-2
10754,,91e30d75-70c8-319e-3c4c-f426cb75186f,,1502064000,,,,,Nonya,nonya,,1502064000,https://www.igdb.com/characters/nonya
10758,,b21ee10f-69f3-edee-28fe-33aea5e49e44,,1502064000,,,,,War Golem Lancer,war-golem-lancer,,1502064000,https://www.igdb.com/characters/war-golem-lancer
10760,,1a634afc-9f6c-e0ff-5b86-e296cd93753c,,1502064000,,,,,Service Bots,service-bots,,1502064000,https://www.igdb.com/characters/service-bots
10765,,0a2f8f39-c870-65c1-70f4-4b7f35142581,,1502064000,,,,,Suguru Kamoshida,suguru-kamoshida,,1502064000,https://www.igdb.com/characters/suguru-kamoshida
10776,,b51c7d63-f0c7-9d9b-1a0b-edf46f64a34b,,1502236800,,,,,Moogles,moogles,,1502236800,https://www.igdb.com/characters/moogles
10774,,8b98c1ba-748c-5a27-a4ca-0de98162add4,,1502236800,,,,,Female Custom Voice #5,female-custom-voice-number-5,,1502236800,https://www.igdb.com/characters/female-custom-voice-number-5
10777,,699784af-3111-b24f-2eb0-63ca894661d7,,1502236800,,,,,Wakaba Isshiki,wakaba-isshiki,,1502236800,https://www.igdb.com/characters/wakaba-isshiki
10782,,95599efb-bf57-8522-6efe-f2f9889bd1a0,,1502236800,,,,,Eggman Computer,eggman-computer,,1502236800,https://www.igdb.com/characters/eggman-computer
10802,,83640b9a-39d7-e510-e42b-e601edc0fea1,,1502236800,,,,,Berg,berg,,1502236800,https://www.igdb.com/characters/berg
10814,,b36fb8d1-541b-c406-ec20-3753df5211d8,,1502236800,,,,,Female Keeper,female-keeper,,1502236800,https://www.igdb.com/characters/female-keeper
10860,,0732ba4e-2522-d7e2-c310-37217a78e2ee,,1502323200,,,,,Dark Eyes,dark-eyes,,1502323200,https://www.igdb.com/characters/dark-eyes
7878,,ffb4d688-3ff6-0606-0f89-f1d6dc4e98fc,,1462492800,,"[2061, 2062, 55090]",,,Makoto Date,makoto-date,,1538438400,https://www.igdb.com/characters/makoto-date
10867,,243e45bc-800f-acc0-3277-a498dd5927dc,,1502323200,,,,,Kunihiko Maeda,kunihiko-maeda,,1502323200,https://www.igdb.com/characters/kunihiko-maeda
5902,,59e2dfe0-26bf-3768-d952-c3dcd7db28be,,1443398400,,[1289],,,Qwark's Fitness Trainer,qwarks-fitness-trainer,,1443398400,https://www.igdb.com/characters/qwarks-fitness-trainer
8988,,4f7524e2-fb99-8671-a22b-517245caf661,,1464998400,,,0,3659,Mr. Wong,mr-wong,1,1472601600,https://www.igdb.com/characters/mr-wong
70,,3c075cce-3ed0-4c76-cffa-3106f6fc3416,,1384905600,,[62],,,Madame Xima,madame-xima,,1417219200,https://www.igdb.com/characters/madame-xima
1143,,0c73bbbd-b751-7e6c-8eb8-daec0b8157d4,,1409443200,"Annie is one of the playable characters in League of Legends. She is the daughter of Gregori and Amoline. The couple quickly suspected that there was something special about their daughter. When she was two years old, Annie miraculously bewitched a shadow bear and turned it into her pet. To this day she keeps her bear ''Tibbers'' by her side, often keeping him spellbound as a stuffed doll to be carried like a child's toy. The combination of Annie's lineage and the dark magic of her birthplace have given this little girl tremendous arcane power.

Annie's parents, a Gray Warlock and a Shadow Witch, were leaders of an outcast society.
Together they led an exodus of magicians and other intelligentsia from Noxus, resettling their followers beyond the Great Barrier to the northern reaches of the unforgiving Voodoo Lands. Though survival was a challenge at times, the Gray Order's colony managed to thrive in a land where others would have died.","[3199, 14879, 55028]",1,3681,Annie,annie,5,1559260800,https://www.igdb.com/characters/annie
10784,,7f88dc93-acbf-641f-86ef-abaf5714328a,,1502236800,,,,,Biker Bartender,biker-bartender,,1502236800,https://www.igdb.com/characters/biker-bartender
14111,,1c671e9e-2f7f-fa76-2cc1-2ec297cc609e,,1559260800,,[78149],,,Ice King,ice-king,,1559260800,https://www.igdb.com/characters/ice-king
10733,,33d0d1b7-8c33-6cf9-35c7-2e174b3a73e7,,1502127224,,,,,Capt. Saldana,capt-saldana,,1632237001,https://www.igdb.com/characters/capt-saldana
10736,,d0b37fdf-ecbb-756f-eb15-9a11e9534bf1,,1502127224,,,,,TorqueDawg,torquedawg,,1632237001,https://www.igdb.com/characters/torquedawg
10819,,db2aff14-47a7-a4e3-e9e7-b168248f2700,,1502323200,,,,,Marty,marty,,1502323200,https://www.igdb.com/characters/marty
10832,,461f1ace-765a-f111-9bae-27b4abb2b00c,,1502323200,,,,,Claymore,claymore,,1502323200,https://www.igdb.com/characters/claymore
9133,,122c49a4-39a2-a345-e384-63533195c233,,1465776000,,,,,Nunu,nunu,,1465776000,https://www.igdb.com/characters/nunu
15257,,140afe4f-c6ce-6d8a-e60e-51fa7ffd3cb4,,1585008000,,[76448],,,Yonera Touko,yonera-touko,,1585008000,https://www.igdb.com/characters/yonera-touko
10780,,d1fa1c8b-4db8-044a-7271-e2977451fd14,,1502236800,,,,,Viking Soldier,viking-soldier,,1502236800,https://www.igdb.com/characters/viking-soldier
14145,,60db4696-aeb1-73f5-3b8b-a81fc80924db,,1559260800,,[103249],,,War Child UK Voiceover,war-child-uk-voiceover,,1559260800,https://www.igdb.com/characters/war-child-uk-voiceover
8217,,b8067000-b909-0daa-d90b-1670ba29d7a9,,1462838400,,,,,Regina,regina,,1502236800,https://www.igdb.com/characters/regina
10331,,255b242a-93c6-d74b-1a93-cfda3d57be4d,,1477526400,,,,,Haran,haran,,1496016000,https://www.igdb.com/characters/haran
8363,,366485af-39f3-3f92-0c61-ec87e1f002a8,,1463011200,,,,,Uber Agent,uber-agent,,1502236800,https://www.igdb.com/characters/uber-agent
8397,,b9f1064e-5d07-d999-190b-6afc6a2a18c3,,1463097600,,,,,TV Show Host,tv-show-host,,1463097600,https://www.igdb.com/characters/tv-show-host
12429,,f68eda68-775f-c93c-5bb7-a233a5db6bc3,,1547337600,,[25076],,,Heston Jameson,heston-jameson,,1547337600,https://www.igdb.com/characters/heston-jameson
10703,,556d0c44-09f4-b58c-c860-d447c8c6e10a,,1498780800,,"[1226, 109277]",,,Shiki,shiki,,1562198400,https://www.igdb.com/characters/shiki
5744,,d2e202c5-e427-63ba-9701-2e56a83b2c75,,1442707200,,"[4755, 19565]",,,Peter Parker,peter-parker,,1538438400,https://www.igdb.com/characters/peter-parker
10759,,65a657f8-d6e5-bb32-4056-02453f48fb75,,1502064000,,,,,Lower Class Citizen,lower-class-citizen,,1502064000,https://www.igdb.com/characters/lower-class-citizen
10762,,5c5b7f00-6b54-9cc2-4c5b-aed15ffbddaf,,1502064000,,,,,Barst,barst,,1502064000,https://www.igdb.com/characters/barst
10764,,5c3e380b-0eb2-7857-aa63-b56329d1327e,,1502064000,,,,,Sage Lantry,sage-lantry,,1502064000,https://www.igdb.com/characters/sage-lantry
10767,,cc6b7c4a-a16b-3a55-8e29-baecdf8dcfe1,,1502236800,,,,,Defenders Officer,defenders-officer,,1502236800,https://www.igdb.com/characters/defenders-officer
10771,,22ae327b-5821-87f8-7fbb-4ab59443a73d,,1502236800,,,,,Night Witch,night-witch,,1502236800,https://www.igdb.com/characters/night-witch
10779,,35f6f334-ec45-e10e-f2af-6a0e10dde914,,1502236800,,,,,Sananki,sananki,,1502236800,https://www.igdb.com/characters/sananki
10775,,94ae7c7a-c2aa-7b75-72c5-ce3db358c7a7,,1502236800,,,,,Agnes Oblige,agnes-oblige,,1502236800,https://www.igdb.com/characters/agnes-oblige
10773,,f3a2fd03-ce07-db78-3bfe-de96130942e2,,1502236800,,,,,Female Hunter,female-hunter,,1502236800,https://www.igdb.com/characters/female-hunter
14780,,9f3f787d-e518-ce02-9b65-9141609a2ff5,,1570060800,,[113249],,,Gold T Dragon,gold-t-dragon,,1570060800,https://www.igdb.com/characters/gold-t-dragon
10821,,b4415645-8c60-11bd-b78e-cbd9f4a1691f,,1502323200,,,,,Tara Simmons,tara-simmons,,1502323200,https://www.igdb.com/characters/tara-simmons
10847,,b7a85790-7aa3-d1af-b346-7c3307eef68e,,1502323200,,,,,Lee-Lee,lee-lee,,1502323200,https://www.igdb.com/characters/lee-lee
10842,,65490633-9694-6176-06a9-5cc828f3d374,,1502323200,,,,,PC Charr Male,pc-charr-male,,1502323200,https://www.igdb.com/characters/pc-charr-male
10868,,e6558aa8-bb04-5f82-69a2-19ca05848548,,1502323200,,,,,Kei,kei,,1502323200,https://www.igdb.com/characters/kei
13878,,2f150a9f-0d08-8562-ea51-388dd134ff0c,,1555977600,,[26772],,,Lil Juug,lil-juug,,1555977600,https://www.igdb.com/characters/lil-juug
13880,,20028928-e556-49e6-2cca-5d7a4d984925,,1555977600,,[26772],,,Erick Merrick,erick-merrick,,1555977600,https://www.igdb.com/characters/erick-merrick
6032,,fd749a4f-250f-fdf2-2273-55f0283ccd50,,1446681600,,"[545, 1122]",0,3871,Richtofen,richtofen,1,1539561600,https://www.igdb.com/characters/richtofen
10787,,28230615-b4c2-c422-4779-40306967c43a,,1502236800,,,,,Doctor Helmut Mangöling,doctor-helmut-mangoling,,1502236800,https://www.igdb.com/characters/doctor-helmut-mangoling
10954,,2bc044e7-ee54-8aa2-d8d2-c2cdf66de44a,,1504656000,,,,,Lynia,lynia,,1504656000,https://www.igdb.com/characters/lynia
10801,,979c7e34-ede2-dec9-9708-e04de589bea1,,1502236800,,"[6574, 25264]",,,Bryce,bryce,,1599523200,https://www.igdb.com/characters/bryce
14122,,da158d8e-e591-9e2c-a5dc-09fb8e26f0cd,,1559260800,,[78149],,,Peppermint Butler,peppermint-butler,,1559260800,https://www.igdb.com/characters/peppermint-butler
14127,,ba234cb5-2828-0509-7aed-8284bda992a4,,1559260800,,[78149],,,Marauder #3,marauder-number-3,,1559260800,https://www.igdb.com/characters/marauder-number-3
5147,,199af4e3-e5f8-17b4-255e-7150648f174f,,1433721600,,[418],,,Shelinda,shelinda,,1433721600,https://www.igdb.com/characters/shelinda
14124,,5cbb47a1-6eaa-078e-79d6-879ec981f3a2,,1559260800,,[78149],,,Gumball Guardian,gumball-guardian,,1559260800,https://www.igdb.com/characters/gumball-guardian
12589,,d463635e-ffbb-03db-83fb-e458689ac423,,1547337600,,[9176],,,Dominic Murphy,dominic-murphy,,1547337600,https://www.igdb.com/characters/dominic-murphy
14619,,7cae6085-5fc5-3b1f-7fb4-373d7956b0de,,1570060800,,[8072],,,Bruce Chambers,bruce-chambers,,1570060800,https://www.igdb.com/characters/bruce-chambers
2495,,d84dd62c-7eb1-f266-0677-caf9c1d63eb2,,1414800000,,[1182],,,Medusa,medusa,,1502236800,https://www.igdb.com/characters/medusa
10913,,c4ecf109-aea6-c4b5-b053-28eb31e52ee9,,1502323200,,[26940],,,Juno,juno,,1555977600,https://www.igdb.com/characters/juno
12157,,ec2aeba6-8c3c-4f1b-82cf-05551fb8ab53,,1547337600,,[26951],,,Naga Soul,naga-soul,,1547337600,https://www.igdb.com/characters/naga-soul
9492,,474c2013-54c6-7267-7cc1-563067e849b0,,1472256000,,[2468],,,Malik,malik,,1506988800,https://www.igdb.com/characters/malik
12590,,92910ce3-2edc-daaa-8b9e-3b19cf41a941,,1547337600,,[9176],,,Henry West,henry-west,,1547337600,https://www.igdb.com/characters/henry-west
3592,,5fd0d0d1-cba4-928d-5633-621579e355d5,,1424390400,,[8232],,,Saruk,saruk,,1424390400,https://www.igdb.com/characters/saruk
12599,,3d6eb389-4185-3f08-b2aa-aaa226fae69b,,1547337600,,"[76723, 113111]",,,Rush,rush,,1557964800,https://www.igdb.com/characters/rush
10769,,aec59cc5-f77b-3bdf-a9f9-7358a9a5e6e2,,1502236800,,,,,Melody Flores,melody-flores,,1502236800,https://www.igdb.com/characters/melody-flores
10772,,acddea10-d908-ac7b-d006-7004756f2a44,,1502236800,,,,,Caria Felsoul,caria-felsoul,,1502236800,https://www.igdb.com/characters/caria-felsoul
834,,6cefcf74-d7b3-19e8-a7ee-68bb4cf48d32,,1408752000,,"[66, 895, 1279, 2238, 55092, 55189]",,,Innkeeper,innkeeper,,1573171200,https://www.igdb.com/characters/innkeeper
10878,,b2f4a886-6f20-1f0f-57ff-acd09d1e4073,,1502323200,,,,,Lockwood,lockwood,,1502323200,https://www.igdb.com/characters/lockwood
